ID:001, RSSI:-59dBm, Status:OK
ID:205, RSSI:-74dBm, Status:OK
ID:206, RSSI:-63dBm, Status:OK
ID:207, RSSI:-69dBm, Status:OK
ID:208, RSSI:-40dBm, Status:OK
ID:209, RSSI:-43dBm, Status:OK
ID:210, RSSI:-65dBm, Status:OK
ID:211, RSSI:-60dBm, Status:OK
ID:212, RSSI:-41dBm, Status:OK
ID:213, RSSI:-58dBm, Status:OK
ID:214, RSSI:-78dBm, Status:OK
ID:215, RSSI:-75dBm, Status:OK
ID:216, RSSI:-75dBm, Status:OK
ID:217, RSSI:-45dBm, Status:OK
ID:218, RSSI:-76dBm, Status:OK
ID:219, RSSI:-69dBm, Status:OK
ID:220, RSSI:-52dBm, Status:OK
ID:221, RSSI:-46dBm, Status:OK
ID:222, RSSI:-71dBm, Status:OK
ID:223, RSSI:-49dBm, Status:OK
ID:225, RSSI:-68dBm, Status:OK
ID:226, RSSI:-62dBm, Status:OK
ID:227, RSSI:-59dBm, Status:OK
ID:228, RSSI:-44dBm, Status:OK
ID:229, RSSI:-40dBm, Status:OK
ID:230, RSSI:-59dBm, Status:OK
ID:231, RSSI:-51dBm, Status:OK
ID:232, RSSI:-79dBm, Status:OK
ID:233, RSSI:-68dBm, Status:OK
ID:234, RSSI:-46dBm, Status:OK
ID:235, RSSI:-45dBm, Status:OK
ID:236, RSSI:-75dBm, Status:OK
ID:237, RSSI:-63dBm, Status:OK
ID:238, RSSI:-61dBm, Status:OK
ID:239, RSSI:-66dBm, Status:OK
ID:240, RSSI:-56dBm, Status:OK
ID:241, RSSI:-68dBm, Status:OK
ID:242, RSSI:-73dBm, Status:OK
ID:243, RSSI:-78dBm, Status:OK
ID:244, RSSI:-68dBm, Status:OK
ID:245, RSSI:-79dBm, Status:OK
ID:246, RSSI:-64dBm, Status:OK
ID:247, RSSI:-63dBm, Status:OK
ID:248, RSSI:-47dBm, Status:OK
ID:250, RSSI:-73dBm, Status:OK
ID:251, RSSI:-74dBm, Status:OK
ID:252, RSSI:-54dBm, Status:OK
ID:253, RSSI:-49dBm, Status:OK
ID:254, RSSI:-76dBm, Status:OK
ID:255, RSSI:-51dBm, Status:OK
ID:256, RSSI:-52dBm, Status:OK
ID:257, RSSI:-52dBm, Status:OK
ID:258, RSSI:-57dBm, Status:OK
ID:259, RSSI:-47dBm, Status:OK
ID:260, RSSI:-52dBm, Status:OK
ID:261, RSSI:-63dBm, Status:OK
ID:262, RSSI:-70dBm, Status:OK
ID:263, RSSI:-80dBm, Status:OK
ID:264, RSSI:-48dBm, Status:OK
ID:265, RSSI:-55dBm, Status:OK
ID:266, RSSI:-68dBm, Status:OK
ID:267, RSSI:-42dBm, Status:OK
ID:268, RSSI:-51dBm, Status:OK
ID:269, RSSI:-58dBm, Status:OK
ID:270, RSSI:-60dBm, Status:OK
ID:271, RSSI:-52dBm, Status:OK
ID:272, RSSI:-77dBm, Status:OK
ID:273, RSSI:-54dBm, Status:OK
ID:274, RSSI:-62dBm, Status:OK
ID:275, RSSI:-66dBm, Status:OK
ID:276, RSSI:-56dBm, Status:OK
ID:277, RSSI:-71dBm, Status:OK
ID:278, RSSI:-43dBm, Status:OK
ID:279, RSSI:-64dBm, Status:OK
ID:280, RSSI:-67dBm, Status:OK
ID:281, RSSI:-52dBm, Status:OK
ID:282, RSSI:-71dBm, Status:OK
ID:283, RSSI:-66dBm, Status:OK
ID:284, RSSI:-42dBm, Status:OK
ID:285, RSSI:-40dBm, Status:OK
ID:286, RSSI:-48dBm, Status:OK
ID:287, RSSI:-56dBm, Status:OK
ID:288, RSSI:-42dBm, Status:OK
ID:289, RSSI:-44dBm, Status:OK
ID:290, RSSI:-64dBm, Status:OK
ID:291, RSSI:-64dBm, Status:OK
ID:292, RSSI:-78dBm, Status:OK
ID:293, RSSI:-53dBm, Status:OK
ID:294, RSSI:-41dBm, Status:OK
ID:295, RSSI:-59dBm, Status:OK
ID:296, RSSI:-69dBm, Status:OK
ID:297, RSSI:-79dBm, Status:OK
ID:298, RSSI:-76dBm, Status:OK
ID:299, RSSI:-57dBm, Status:OK
ID:300, RSSI:-58dBm, Status:OK
ID:301, RSSI:-79dBm, Status:OK
ID:302, RSSI:-42dBm, Status:OK
ID:303, RSSI:-46dBm, Status:OK
ID:304, RSSI:-56dBm, Status:OK
ID:305, RSSI:-58dBm, Status:OK
ID:307, RSSI:-58dBm, Status:OK
ID:308, RSSI:-77dBm, Status:OK
ID:309, RSSI:-43dBm, Status:OK
ID:310, RSSI:-51dBm, Status:OK
ID:311, RSSI:-56dBm, Status:OK
ID:312, RSSI:-78dBm, Status:OK
ID:313, RSSI:-54dBm, Status:OK
ID:314, RSSI:-70dBm, Status:OK
ID:315, RSSI:-73dBm, Status:OK
ID:316, RSSI:-65dBm, Status:OK
ID:317, RSSI:-59dBm, Status:OK
ID:318, RSSI:-65dBm, Status:OK
ID:319, RSSI:-58dBm, Status:OK
ID:320, RSSI:-71dBm, Status:OK
ID:321, RSSI:-70dBm, Status:OK
ID:322, RSSI:-59dBm, Status:OK
ID:323, RSSI:-49dBm, Status:OK
ID:324, RSSI:-79dBm, Status:OK
ID:325, RSSI:-75dBm, Status:OK
ID:327, RSSI:-67dBm, Status:OK
ID:328, RSSI:-42dBm, Status:OK
ID:329, RSSI:-42dBm, Status:OK
ID:330, RSSI:-77dBm, Status:OK
ID:331, RSSI:-67dBm, Status:OK
ID:332, RSSI:-47dBm, Status:OK
ID:333, RSSI:-48dBm, Status:OK
ID:334, RSSI:-73dBm, Status:OK
ID:335, RSSI:-57dBm, Status:OK
ID:336, RSSI:-75dBm, Status:OK
ID:337, RSSI:-52dBm, Status:OK
ID:338, RSSI:-54dBm, Status:OK
ID:339, RSSI:-41dBm, Status:OK
ID:340, RSSI:-50dBm, Status:OK
ID:341, RSSI:-63dBm, Status:OK
ID:342, RSSI:-45dBm, Status:OK
ID:343, RSSI:-43dBm, Status:OK
ID:344, RSSI:-58dBm, Status:OK
ID:345, RSSI:-75dBm, Status:OK
ID:346, RSSI:-52dBm, Status:OK
ID:347, RSSI:-80dBm, Status:OK
ID:349, RSSI:-61dBm, Status:OK
ID:350, RSSI:-76dBm, Status:OK
ID:351, RSSI:-52dBm, Status:OK
ID:352, RSSI:-62dBm, Status:OK
ID:353, RSSI:-47dBm, Status:OK
ID:354, RSSI:-52dBm, Status:OK
ID:355, RSSI:-49dBm, Status:OK
ID:356, RSSI:-75dBm, Status:OK
ID:357, RSSI:-77dBm, Status:OK
ID:358, RSSI:-54dBm, Status:OK
ID:359, RSSI:-45dBm, Status:OK
ID:360, RSSI:-45dBm, Status:OK
ID:361, RSSI:-68dBm, Status:OK
ID:362, RSSI:-42dBm, Status:OK
ID:363, RSSI:-63dBm, Status:OK
ID:364, RSSI:-73dBm, Status:OK
ID:366, RSSI:-64dBm, Status:OK
ID:367, RSSI:-63dBm, Status:OK
ID:368, RSSI:-60dBm, Status:OK
ID:369, RSSI:-72dBm, Status:OK
ID:371, RSSI:-67dBm, Status:OK
ID:372, RSSI:-40dBm, Status:OK
ID:374, RSSI:-52dBm, Status:OK
ID:375, RSSI:-48dBm, Status:OK
ID:378, RSSI:-49dBm, Status:OK
ID:379, RSSI:-69dBm, Status:OK
ID:380, RSSI:-49dBm, Status:OK
ID:381, RSSI:-75dBm, Status:OK
ID:382, RSSI:-49dBm, Status:OK
ID:383, RSSI:-58dBm, Status:OK
ID:385, RSSI:-55dBm, Status:OK
ID:386, RSSI:-58dBm, Status:OK
ID:387, RSSI:-75dBm, Status:OK
ID:388, RSSI:-72dBm, Status:OK
ID:389, RSSI:-70dBm, Status:OK
ID:390, RSSI:-68dBm, Status:OK
ID:391, RSSI:-52dBm, Status:OK
ID:392, RSSI:-64dBm, Status:OK
ID:393, RSSI:-58dBm, Status:OK
ID:394, RSSI:-48dBm, Status:OK
ID:395, RSSI:-67dBm, Status:OK
ID:396, RSSI:-62dBm, Status:OK
ID:397, RSSI:-78dBm, Status:OK
ID:398, RSSI:-43dBm, Status:OK
ID:399, RSSI:-55dBm, Status:OK
ID:401, RSSI:-67dBm, Status:OK
ID:402, RSSI:-67dBm, Status:OK
ID:403, RSSI:-77dBm, Status:OK
ID:404, RSSI:-74dBm, Status:OK
ID:405, RSSI:-58dBm, Status:OK
ID:406, RSSI:-59dBm, Status:OK
ID:408, RSSI:-53dBm, Status:OK
ID:409, RSSI:-68dBm, Status:OK
ID:410, RSSI:-67dBm, Status:OK
ID:411, RSSI:-41dBm, Status:OK
ID:412, RSSI:-45dBm, Status:OK
ID:413, RSSI:-69dBm, Status:OK
ID:414, RSSI:-78dBm, Status:OK
ID:415, RSSI:-79dBm, Status:OK
ID:416, RSSI:-58dBm, Status:OK
ID:417, RSSI:-55dBm, Status:OK
ID:418, RSSI:-79dBm, Status:OK
ID:419, RSSI:-50dBm, Status:OK
ID:420, RSSI:-62dBm, Status:OK
ID:421, RSSI:-40dBm, Status:OK
ID:422, RSSI:-80dBm, Status:OK
ID:423, RSSI:-67dBm, Status:OK
ID:425, RSSI:-57dBm, Status:OK
ID:426, RSSI:-43dBm, Status:OK
ID:428, RSSI:-49dBm, Status:OK
ID:429, RSSI:-60dBm, Status:OK
ID:430, RSSI:-60dBm, Status:OK
ID:431, RSSI:-68dBm, Status:OK
ID:434, RSSI:-56dBm, Status:OK
ID:435, RSSI:-52dBm, Status:OK
ID:436, RSSI:-45dBm, Status:OK
ID:437, RSSI:-78dBm, Status:OK
ID:438, RSSI:-51dBm, Status:OK
ID:440, RSSI:-69dBm, Status:OK
ID:441, RSSI:-49dBm, Status:OK
ID:443, RSSI:-51dBm, Status:OK
ID:444, RSSI:-53dBm, Status:OK
ID:445, RSSI:-80dBm, Status:OK
ID:446, RSSI:-66dBm, Status:OK
ID:447, RSSI:-69dBm, Status:OK
ID:448, RSSI:-60dBm, Status:OK
ID:449, RSSI:-64dBm, Status:OK
ID:450, RSSI:-74dBm, Status:OK
ID:451, RSSI:-72dBm, Status:OK
ID:452, RSSI:-68dBm, Status:OK
ID:453, RSSI:-57dBm, Status:OK
ID:454, RSSI:-47dBm, Status:OK
ID:455, RSSI:-51dBm, Status:OK
ID:456, RSSI:-59dBm, Status:OK
ID:457, RSSI:-65dBm, Status:OK
ID:458, RSSI:-75dBm, Status:OK
ID:459, RSSI:-58dBm, Status:OK
ID:460, RSSI:-49dBm, Status:OK
ID:461, RSSI:-52dBm, Status:OK
ID:463, RSSI:-71dBm, Status:OK
ID:464, RSSI:-77dBm, Status:OK
ID:465, RSSI:-70dBm, Status:OK
ID:466, RSSI:-70dBm, Status:OK
ID:467, RSSI:-53dBm, Status:OK
ID:468, RSSI:-77dBm, Status:OK
ID:469, RSSI:-65dBm, Status:OK
ID:470, RSSI:-75dBm, Status:OK
ID:471, RSSI:-61dBm, Status:OK
ID:472, RSSI:-49dBm, Status:OK
ID:473, RSSI:-64dBm, Status:OK
ID:474, RSSI:-54dBm, Status:OK
ID:475, RSSI:-44dBm, Status:OK
ID:476, RSSI:-55dBm, Status:OK
ID:477, RSSI:-53dBm, Status:OK
ID:478, RSSI:-54dBm, Status:OK
ID:479, RSSI:-75dBm, Status:OK
ID:480, RSSI:-70dBm, Status:OK
ID:482, RSSI:-61dBm, Status:OK
ID:483, RSSI:-58dBm, Status:OK
ID:484, RSSI:-42dBm, Status:OK
ID:486, RSSI:-62dBm, Status:OK
ID:488, RSSI:-42dBm, Status:OK
ID:489, RSSI:-55dBm, Status:OK
ID:490, RSSI:-66dBm, Status:OK
ID:491, RSSI:-78dBm, Status:OK
ID:492, RSSI:-58dBm, Status:OK
ID:493, RSSI:-54dBm, Status:OK
ID:495, RSSI:-65dBm, Status:OK
ID:496, RSSI:-76dBm, Status:OK
ID:497, RSSI:-69dBm, Status:OK
ID:498, RSSI:-42dBm, Status:OK
ID:499, RSSI:-60dBm, Status:OK
ID:500, RSSI:-42dBm, Status:OK
ID:501, RSSI:-75dBm, Status:OK
ID:503, RSSI:-65dBm, Status:OK
ID:504, RSSI:-80dBm, Status:OK
ID:505, RSSI:-73dBm, Status:OK
ID:506, RSSI:-79dBm, Status:OK
ID:508, RSSI:-80dBm, Status:OK
ID:509, RSSI:-62dBm, Status:OK
ID:510, RSSI:-40dBm, Status:OK
ID:511, RSSI:-51dBm, Status:OK
ID:512, RSSI:-76dBm, Status:OK
ID:513, RSSI:-60dBm, Status:OK
ID:514, RSSI:-76dBm, Status:OK
ID:515, RSSI:-52dBm, Status:OK
ID:516, RSSI:-63dBm, Status:OK
ID:517, RSSI:-60dBm, Status:OK
ID:518, RSSI:-56dBm, Status:OK
ID:519, RSSI:-79dBm, Status:OK
ID:520, RSSI:-79dBm, Status:OK
ID:521, RSSI:-67dBm, Status:OK
ID:522, RSSI:-45dBm, Status:OK
ID:523, RSSI:-64dBm, Status:OK
ID:524, RSSI:-77dBm, Status:OK
ID:525, RSSI:-69dBm, Status:OK
ID:527, RSSI:-50dBm, Status:OK
ID:528, RSSI:-71dBm, Status:OK
ID:530, RSSI:-61dBm, Status:OK
ID:531, RSSI:-44dBm, Status:OK
ID:532, RSSI:-40dBm, Status:OK
ID:533, RSSI:-57dBm, Status:OK
ID:534, RSSI:-64dBm, Status:OK
ID:535, RSSI:-76dBm, Status:OK
ID:536, RSSI:-58dBm, Status:OK
ID:537, RSSI:-64dBm, Status:OK
ID:538, RSSI:-69dBm, Status:OK
ID:539, RSSI:-58dBm, Status:OK
ID:540, RSSI:-46dBm, Status:OK
ID:541, RSSI:-45dBm, Status:OK
ID:542, RSSI:-43dBm, Status:OK
ID:543, RSSI:-74dBm, Status:OK
ID:544, RSSI:-73dBm, Status:OK
ID:545, RSSI:-80dBm, Status:OK
ID:546, RSSI:-65dBm, Status:OK
ID:547, RSSI:-71dBm, Status:OK
ID:548, RSSI:-78dBm, Status:OK
ID:549, RSSI:-58dBm, Status:OK
ID:551, RSSI:-53dBm, Status:OK
ID:552, RSSI:-51dBm, Status:OK
ID:553, RSSI:-56dBm, Status:OK
ID:554, RSSI:-68dBm, Status:OK
ID:555, RSSI:-67dBm, Status:OK
ID:556, RSSI:-74dBm, Status:OK
ID:557, RSSI:-60dBm, Status:OK
ID:558, RSSI:-72dBm, Status:OK
ID:559, RSSI:-58dBm, Status:OK
ID:560, RSSI:-59dBm, Status:OK
ID:561, RSSI:-65dBm, Status:OK
ID:562, RSSI:-65dBm, Status:OK
ID:564, RSSI:-66dBm, Status:OK
ID:565, RSSI:-72dBm, Status:OK
ID:566, RSSI:-66dBm, Status:OK
ID:567, RSSI:-76dBm, Status:OK
ID:568, RSSI:-50dBm, Status:OK
ID:569, RSSI:-59dBm, Status:OK
ID:570, RSSI:-68dBm, Status:OK
ID:571, RSSI:-43dBm, Status:OK
ID:572, RSSI:-41dBm, Status:OK
ID:573, RSSI:-77dBm, Status:OK
ID:574, RSSI:-65dBm, Status:OK
ID:575, RSSI:-61dBm, Status:OK
ID:576, RSSI:-40dBm, Status:OK
ID:577, RSSI:-68dBm, Status:OK
ID:578, RSSI:-78dBm, Status:OK
ID:579, RSSI:-48dBm, Status:OK
ID:580, RSSI:-79dBm, Status:OK
ID:581, RSSI:-73dBm, Status:OK
ID:582, RSSI:-74dBm, Status:OK
ID:583, RSSI:-78dBm, Status:OK
ID:584, RSSI:-48dBm, Status:OK
ID:585, RSSI:-58dBm, Status:OK
ID:586, RSSI:-45dBm, Status:OK
ID:587, RSSI:-52dBm, Status:OK
ID:589, RSSI:-69dBm, Status:OK
ID:590, RSSI:-53dBm, Status:OK
ID:591, RSSI:-66dBm, Status:OK
ID:592, RSSI:-50dBm, Status:OK
ID:593, RSSI:-74dBm, Status:OK
ID:594, RSSI:-65dBm, Status:OK
ID:595, RSSI:-55dBm, Status:OK
ID:596, RSSI:-68dBm, Status:OK
ID:597, RSSI:-71dBm, Status:OK
ID:598, RSSI:-40dBm, Status:OK
ID:599, RSSI:-65dBm, Status:OK
ID:600, RSSI:-70dBm, Status:OK
ID:601, RSSI:-46dBm, Status:OK
ID:602, RSSI:-66dBm, Status:OK
ID:603, RSSI:-50dBm, Status:OK
ID:605, RSSI:-67dBm, Status:OK
ID:606, RSSI:-66dBm, Status:OK
ID:607, RSSI:-58dBm, Status:OK
ID:608, RSSI:-45dBm, Status:OK
ID:609, RSSI:-59dBm, Status:OK
ID:610, RSSI:-46dBm, Status:OK
ID:611, RSSI:-41dBm, Status:OK
ID:612, RSSI:-51dBm, Status:OK
ID:613, RSSI:-59dBm, Status:OK
ID:614, RSSI:-75dBm, Status:OK
ID:615, RSSI:-57dBm, Status:OK
ID:616, RSSI:-51dBm, Status:OK
ID:617, RSSI:-71dBm, Status:OK
ID:618, RSSI:-69dBm, Status:OK
ID:619, RSSI:-58dBm, Status:OK
ID:620, RSSI:-69dBm, Status:OK
ID:621, RSSI:-59dBm, Status:OK
ID:622, RSSI:-72dBm, Status:OK
ID:623, RSSI:-49dBm, Status:OK
ID:624, RSSI:-77dBm, Status:OK
ID:625, RSSI:-66dBm, Status:OK
ID:626, RSSI:-77dBm, Status:OK
ID:627, RSSI:-76dBm, Status:OK
ID:628, RSSI:-53dBm, Status:OK
ID:631, RSSI:-48dBm, Status:OK
ID:632, RSSI:-62dBm, Status:OK
ID:633, RSSI:-44dBm, Status:OK
ID:634, RSSI:-50dBm, Status:OK
ID:635, RSSI:-43dBm, Status:OK
ID:636, RSSI:-61dBm, Status:OK
ID:637, RSSI:-75dBm, Status:OK
ID:638, RSSI:-41dBm, Status:OK
ID:639, RSSI:-46dBm, Status:OK
ID:640, RSSI:-46dBm, Status:OK
ID:641, RSSI:-58dBm, Status:OK
ID:642, RSSI:-49dBm, Status:OK
ID:643, RSSI:-40dBm, Status:OK
ID:644, RSSI:-72dBm, Status:OK
ID:645, RSSI:-53dBm, Status:OK
ID:648, RSSI:-66dBm, Status:OK
ID:649, RSSI:-55dBm, Status:OK
ID:651, RSSI:-75dBm, Status:OK
ID:652, RSSI:-41dBm, Status:OK
ID:653, RSSI:-74dBm, Status:OK
ID:655, RSSI:-77dBm, Status:OK
ID:656, RSSI:-73dBm, Status:OK
ID:657, RSSI:-65dBm, Status:OK
ID:658, RSSI:-74dBm, Status:OK
ID:659, RSSI:-56dBm, Status:OK
ID:660, RSSI:-70dBm, Status:OK
ID:661, RSSI:-51dBm, Status:OK
ID:662, RSSI:-71dBm, Status:OK
ID:663, RSSI:-43dBm, Status:OK
ID:667, RSSI:-78dBm, Status:OK
ID:668, RSSI:-66dBm, Status:OK
ID:669, RSSI:-73dBm, Status:OK
ID:670, RSSI:-69dBm, Status:OK
ID:671, RSSI:-75dBm, Status:OK
ID:673, RSSI:-44dBm, Status:OK
ID:676, RSSI:-65dBm, Status:OK
ID:677, RSSI:-76dBm, Status:OK
ID:678, RSSI:-40dBm, Status:OK
ID:679, RSSI:-69dBm, Status:OK
ID:680, RSSI:-49dBm, Status:OK
ID:681, RSSI:-79dBm, Status:OK
ID:682, RSSI:-52dBm, Status:OK
ID:683, RSSI:-58dBm, Status:OK
ID:684, RSSI:-56dBm, Status:OK
ID:685, RSSI:-70dBm, Status:OK
ID:686, RSSI:-80dBm, Status:OK
ID:687, RSSI:-74dBm, Status:OK
ID:688, RSSI:-60dBm, Status:OK
ID:689, RSSI:-44dBm, Status:OK
ID:690, RSSI:-60dBm, Status:OK
ID:691, RSSI:-70dBm, Status:OK
ID:693, RSSI:-49dBm, Status:OK
ID:694, RSSI:-78dBm, Status:OK
ID:695, RSSI:-71dBm, Status:OK
ID:696, RSSI:-59dBm, Status:OK
ID:697, RSSI:-62dBm, Status:OK
ID:699, RSSI:-54dBm, Status:OK
ID:700, RSSI:-63dBm, Status:OK
ID:701, RSSI:-51dBm, Status:OK
ID:702, RSSI:-53dBm, Status:OK
ID:703, RSSI:-67dBm, Status:OK
ID:704, RSSI:-79dBm, Status:OK
