--- SALES REPORT V2.1 ---
DATE: 2026-03-13 | OPERATOR: ADMIN
ID:001 | BRANCH:BRANCH_A | ITEM:PRO_Saw | QTY:10 | PRICE:73
ID:049 | BRANCH:BRANCH_B | ITEM:PRO_Saw | QTY:6 | PRICE:143
ID:050 | BRANCH:BRANCH_B | ITEM:Hammer | QTY:1 | PRICE:54
ID:051 | BRANCH:BRANCH_A | ITEM:Wrench | QTY:1 | PRICE:143
ID:052 | BRANCH:BRANCH_C | ITEM:PRO_Screwdriver | QTY:2 | PRICE:139
ID:053 | BRANCH:BRANCH_B | ITEM:PRO_Drill | QTY:2 | PRICE:53
ID:054 | BRANCH:BRANCH_B | ITEM:PRO_Drill | QTY:5 | PRICE:137
ID:055 | BRANCH:BRANCH_B | ITEM:PRO_Saw | QTY:1 | PRICE:74
ID:056 | BRANCH:BRANCH_A | ITEM:PRO_Screwdriver | QTY:4 | PRICE:108
ID:057 | BRANCH:BRANCH_B | ITEM:PRO_Saw | QTY:9 | PRICE:42
ID:058 | BRANCH:BRANCH_C | ITEM:Hammer | QTY:5 | PRICE:145
ID:059 | BRANCH:BRANCH_A | ITEM:PRO_Saw | QTY:2 | PRICE:85
ID:060 | BRANCH:BRANCH_B | ITEM:PRO_Drill | QTY:3 | PRICE:132
ID:061 | BRANCH:BRANCH_A | ITEM:Hammer | QTY:10 | PRICE:59
ID:062 | BRANCH:BRANCH_A | ITEM:Wrench | QTY:8 | PRICE:56
ID:063 | BRANCH:BRANCH_B | ITEM:Wrench | QTY:4 | PRICE:101
ID:064 | BRANCH:BRANCH_A | ITEM:Hammer | QTY:2 | PRICE:66
ID:065 | BRANCH:BRANCH_C | ITEM:PRO_Drill | QTY:8 | PRICE:123
ID:066 | BRANCH:BRANCH_B | ITEM:PRO_Drill | QTY:3 | PRICE:72
ID:067 | BRANCH:BRANCH_A | ITEM:Hammer | QTY:10 | PRICE:39
ID:068 | BRANCH:BRANCH_B | ITEM:PRO_Drill | QTY:1 | PRICE:140
ID:069 | BRANCH:BRANCH_B | ITEM:Hammer | QTY:10 | PRICE:48
ID:070 | BRANCH:BRANCH_C | ITEM:PRO_Saw | QTY:3 | PRICE:89
ID:071 | BRANCH:BRANCH_C | ITEM:PRO_Screwdriver | QTY:8 | PRICE:41
ID:072 | BRANCH:BRANCH_A | ITEM:PRO_Saw | QTY:7 | PRICE:95
ID:073 | BRANCH:BRANCH_B | ITEM:PRO_Saw | QTY:8 | PRICE:25
ID:074 | BRANCH:BRANCH_A | ITEM:PRO_Saw | QTY:2 | PRICE:124
ID:075 | BRANCH:BRANCH_A | ITEM:PRO_Saw | QTY:9 | PRICE:52
ID:076 | BRANCH:BRANCH_B | ITEM:PRO_Drill | QTY:6 | PRICE:126
ID:077 | BRANCH:BRANCH_B | ITEM:Hammer | QTY:7 | PRICE:75
ID:078 | BRANCH:BRANCH_B | ITEM:Wrench | QTY:1 | PRICE:112
ID:079 | BRANCH:BRANCH_C | ITEM:PRO_Drill | QTY:3 | PRICE:89
ID:080 | BRANCH:BRANCH_B | ITEM:PRO_Screwdriver | QTY:2 | PRICE:75
ID:081 | BRANCH:BRANCH_C | ITEM:PRO_Saw | QTY:8 | PRICE:59
ID:082 | BRANCH:BRANCH_B | ITEM:PRO_Drill | QTY:9 | PRICE:139
ID:083 | BRANCH:BRANCH_C | ITEM:PRO_Saw | QTY:6 | PRICE:42
ID:084 | BRANCH:BRANCH_B | ITEM:Wrench | QTY:3 | PRICE:101
ID:085 | BRANCH:BRANCH_B | ITEM:Wrench | QTY:4 | PRICE:124
ID:086 | BRANCH:BRANCH_A | ITEM:PRO_Drill | QTY:1 | PRICE:111
ID:087 | BRANCH:BRANCH_C | ITEM:PRO_Screwdriver | QTY:1 | PRICE:116
ID:088 | BRANCH:BRANCH_A | ITEM:Hammer | QTY:4 | PRICE:123
ID:089 | BRANCH:BRANCH_C | ITEM:Hammer | QTY:6 | PRICE:86
ID:090 | BRANCH:BRANCH_A | ITEM:Wrench | QTY:1 | PRICE:124
ID:091 | BRANCH:BRANCH_B | ITEM:Wrench | QTY:8 | PRICE:144
ID:092 | BRANCH:BRANCH_C | ITEM:PRO_Screwdriver | QTY:4 | PRICE:51
ID:093 | BRANCH:BRANCH_C | ITEM:Hammer | QTY:10 | PRICE:39
ID:094 | BRANCH:BRANCH_A | ITEM:Wrench | QTY:1 | PRICE:69
ID:095 | BRANCH:BRANCH_C | ITEM:Wrench | QTY:9 | PRICE:133
ID:096 | BRANCH:BRANCH_A | ITEM:Hammer | QTY:10 | PRICE:112
ID:097 | BRANCH:BRANCH_C | ITEM:Wrench | QTY:2 | PRICE:60
ID:098 | BRANCH:BRANCH_A | ITEM:Wrench | QTY:7 | PRICE:41
ID:099 | BRANCH:BRANCH_B | ITEM:Wrench | QTY:6 | PRICE:127
ID:100 | BRANCH:BRANCH_A | ITEM:PRO_Screwdriver | QTY:3 | PRICE:102
ID:101 | BRANCH:BRANCH_A | ITEM:PRO_Saw | QTY:4 | PRICE:97
ID:102 | BRANCH:BRANCH_B | ITEM:PRO_Drill | QTY:8 | PRICE:85
ID:103 | BRANCH:BRANCH_B | ITEM:Wrench | QTY:5 | PRICE:66
ID:104 | BRANCH:BRANCH_C | ITEM:PRO_Saw | QTY:5 | PRICE:33
ID:105 | BRANCH:BRANCH_B | ITEM:PRO_Drill | QTY:10 | PRICE:63
ID:106 | BRANCH:BRANCH_A | ITEM:Wrench | QTY:9 | PRICE:35
ID:107 | BRANCH:BRANCH_A | ITEM:Wrench | QTY:10 | PRICE:37
ID:108 | BRANCH:BRANCH_B | ITEM:Wrench | QTY:3 | PRICE:95
ID:109 | BRANCH:BRANCH_A | ITEM:PRO_Saw | QTY:3 | PRICE:35
ID:110 | BRANCH:BRANCH_B | ITEM:PRO_Drill | QTY:1 | PRICE:145
ID:111 | BRANCH:BRANCH_A | ITEM:PRO_Drill | QTY:8 | PRICE:44
ID:112 | BRANCH:BRANCH_C | ITEM:PRO_Screwdriver | QTY:8 | PRICE:136
ID:113 | BRANCH:BRANCH_C | ITEM:PRO_Drill | QTY:5 | PRICE:90
ID:114 | BRANCH:BRANCH_B | ITEM:Wrench | QTY:9 | PRICE:98
ID:115 | BRANCH:BRANCH_A | ITEM:Wrench | QTY:5 | PRICE:87
ID:116 | BRANCH:BRANCH_C | ITEM:PRO_Drill | QTY:7 | PRICE:39
ID:117 | BRANCH:BRANCH_A | ITEM:Wrench | QTY:3 | PRICE:93
ID:118 | BRANCH:BRANCH_C | ITEM:PRO_Screwdriver | QTY:10 | PRICE:114
ID:119 | BRANCH:BRANCH_A | ITEM:PRO_Drill | QTY:7 | PRICE:150
ID:120 | BRANCH:BRANCH_A | ITEM:PRO_Screwdriver | QTY:1 | PRICE:35
ID:121 | BRANCH:BRANCH_B | ITEM:Hammer | QTY:5 | PRICE:74
ID:122 | BRANCH:BRANCH_B | ITEM:PRO_Saw | QTY:5 | PRICE:20
ID:123 | BRANCH:BRANCH_A | ITEM:Wrench | QTY:3 | PRICE:149
ID:124 | BRANCH:BRANCH_C | ITEM:Wrench | QTY:1 | PRICE:93
ID:125 | BRANCH:BRANCH_B | ITEM:Wrench | QTY:3 | PRICE:43
ID:126 | BRANCH:BRANCH_C | ITEM:Hammer | QTY:7 | PRICE:148
ID:127 | BRANCH:BRANCH_B | ITEM:Wrench | QTY:6 | PRICE:148
ID:128 | BRANCH:BRANCH_A | ITEM:PRO_Saw | QTY:6 | PRICE:66
ID:129 | BRANCH:BRANCH_B | ITEM:PRO_Saw | QTY:2 | PRICE:72
ID:130 | BRANCH:BRANCH_A | ITEM:PRO_Drill | QTY:8 | PRICE:133
ID:131 | BRANCH:BRANCH_B | ITEM:Hammer | QTY:7 | PRICE:53
ID:132 | BRANCH:BRANCH_A | ITEM:Hammer | QTY:8 | PRICE:113
ID:133 | BRANCH:BRANCH_B | ITEM:Hammer | QTY:2 | PRICE:116
ID:134 | BRANCH:BRANCH_B | ITEM:PRO_Saw | QTY:5 | PRICE:34
ID:135 | BRANCH:BRANCH_A | ITEM:PRO_Saw | QTY:2 | PRICE:68
ID:136 | BRANCH:BRANCH_B | ITEM:Wrench | QTY:2 | PRICE:35
ID:137 | BRANCH:BRANCH_A | ITEM:PRO_Screwdriver | QTY:3 | PRICE:102
ID:138 | BRANCH:BRANCH_C | ITEM:PRO_Saw | QTY:3 | PRICE:101
ID:139 | BRANCH:BRANCH_C | ITEM:PRO_Drill | QTY:7 | PRICE:121
ID:140 | BRANCH:BRANCH_C | ITEM:PRO_Saw | QTY:8 | PRICE:30
ID:141 | BRANCH:BRANCH_B | ITEM:PRO_Screwdriver | QTY:3 | PRICE:24
ID:142 | BRANCH:BRANCH_A | ITEM:Hammer | QTY:9 | PRICE:136
ID:143 | BRANCH:BRANCH_C | ITEM:Wrench | QTY:8 | PRICE:92
ID:144 | BRANCH:BRANCH_B | ITEM:PRO_Drill | QTY:10 | PRICE:55
ID:145 | BRANCH:BRANCH_B | ITEM:PRO_Screwdriver | QTY:10 | PRICE:101
ID:146 | BRANCH:BRANCH_C | ITEM:PRO_Drill | QTY:9 | PRICE:26
ID:147 | BRANCH:BRANCH_A | ITEM:PRO_Saw | QTY:3 | PRICE:106
ID:148 | BRANCH:BRANCH_B | ITEM:Wrench | QTY:9 | PRICE:63
ID:149 | BRANCH:BRANCH_A | ITEM:PRO_Drill | QTY:5 | PRICE:129
ID:150 | BRANCH:BRANCH_A | ITEM:PRO_Screwdriver | QTY:1 | PRICE:121
ID:151 | BRANCH:BRANCH_C | ITEM:Wrench | QTY:6 | PRICE:126
ID:152 | BRANCH:BRANCH_A | ITEM:PRO_Saw | QTY:7 | PRICE:31
ID:153 | BRANCH:BRANCH_C | ITEM:PRO_Drill | QTY:6 | PRICE:38
ID:154 | BRANCH:BRANCH_A | ITEM:Hammer | QTY:2 | PRICE:109
ID:155 | BRANCH:BRANCH_B | ITEM:Wrench | QTY:4 | PRICE:75
ID:156 | BRANCH:BRANCH_A | ITEM:PRO_Saw | QTY:7 | PRICE:30
ID:157 | BRANCH:BRANCH_C | ITEM:Hammer | QTY:9 | PRICE:143
ID:158 | BRANCH:BRANCH_B | ITEM:PRO_Saw | QTY:2 | PRICE:50
ID:159 | BRANCH:BRANCH_C | ITEM:Hammer | QTY:10 | PRICE:98
ID:160 | BRANCH:BRANCH_B | ITEM:Wrench | QTY:7 | PRICE:93
ID:161 | BRANCH:BRANCH_B | ITEM:PRO_Saw | QTY:3 | PRICE:97
ID:162 | BRANCH:BRANCH_A | ITEM:PRO_Saw | QTY:2 | PRICE:26
ID:163 | BRANCH:BRANCH_B | ITEM:PRO_Screwdriver | QTY:9 | PRICE:55
ID:164 | BRANCH:BRANCH_C | ITEM:PRO_Screwdriver | QTY:7 | PRICE:127
ID:165 | BRANCH:BRANCH_C | ITEM:PRO_Screwdriver | QTY:10 | PRICE:46
ID:166 | BRANCH:BRANCH_A | ITEM:PRO_Screwdriver | QTY:1 | PRICE:40
ID:167 | BRANCH:BRANCH_B | ITEM:Wrench | QTY:10 | PRICE:70
ID:168 | BRANCH:BRANCH_B | ITEM:PRO_Screwdriver | QTY:1 | PRICE:23
ID:169 | BRANCH:BRANCH_B | ITEM:PRO_Drill | QTY:8 | PRICE:66
ID:170 | BRANCH:BRANCH_A | ITEM:Hammer | QTY:2 | PRICE:149
ID:171 | BRANCH:BRANCH_A | ITEM:PRO_Saw | QTY:3 | PRICE:98
ID:172 | BRANCH:BRANCH_C | ITEM:Hammer | QTY:6 | PRICE:136
ID:173 | BRANCH:BRANCH_C | ITEM:PRO_Screwdriver | QTY:9 | PRICE:51
ID:174 | BRANCH:BRANCH_A | ITEM:PRO_Drill | QTY:4 | PRICE:84
ID:175 | BRANCH:BRANCH_B | ITEM:PRO_Screwdriver | QTY:6 | PRICE:62
ID:176 | BRANCH:BRANCH_C | ITEM:Wrench | QTY:2 | PRICE:26
ID:177 | BRANCH:BRANCH_A | ITEM:PRO_Screwdriver | QTY:2 | PRICE:20
ID:178 | BRANCH:BRANCH_C | ITEM:PRO_Saw | QTY:6 | PRICE:100
ID:179 | BRANCH:BRANCH_B | ITEM:Wrench | QTY:9 | PRICE:110
ID:180 | BRANCH:BRANCH_A | ITEM:Wrench | QTY:8 | PRICE:45
ID:181 | BRANCH:BRANCH_A | ITEM:Wrench | QTY:7 | PRICE:118
ID:182 | BRANCH:BRANCH_A | ITEM:PRO_Screwdriver | QTY:2 | PRICE:39
ID:183 | BRANCH:BRANCH_C | ITEM:Wrench | QTY:8 | PRICE:108
ID:184 | BRANCH:BRANCH_B | ITEM:Hammer | QTY:10 | PRICE:29
ID:185 | BRANCH:BRANCH_A | ITEM:PRO_Drill | QTY:7 | PRICE:89
ID:186 | BRANCH:BRANCH_A | ITEM:Hammer | QTY:2 | PRICE:96
ID:187 | BRANCH:BRANCH_B | ITEM:PRO_Saw | QTY:6 | PRICE:36
ID:188 | BRANCH:BRANCH_B | ITEM:PRO_Drill | QTY:4 | PRICE:60
ID:189 | BRANCH:BRANCH_B | ITEM:Wrench | QTY:10 | PRICE:33
ID:190 | BRANCH:BRANCH_B | ITEM:PRO_Saw | QTY:5 | PRICE:100
ID:191 | BRANCH:BRANCH_B | ITEM:Wrench | QTY:10 | PRICE:80
ID:192 | BRANCH:BRANCH_B | ITEM:PRO_Drill | QTY:3 | PRICE:93
ID:193 | BRANCH:BRANCH_B | ITEM:PRO_Drill | QTY:9 | PRICE:99
ID:194 | BRANCH:BRANCH_A | ITEM:PRO_Screwdriver | QTY:10 | PRICE:76
ID:195 | BRANCH:BRANCH_B | ITEM:Wrench | QTY:9 | PRICE:56
ID:196 | BRANCH:BRANCH_C | ITEM:PRO_Screwdriver | QTY:7 | PRICE:74
ID:197 | BRANCH:BRANCH_A | ITEM:Wrench | QTY:1 | PRICE:149
ID:198 | BRANCH:BRANCH_B | ITEM:Hammer | QTY:1 | PRICE:95
ID:199 | BRANCH:BRANCH_B | ITEM:PRO_Drill | QTY:8 | PRICE:43
ID:200 | BRANCH:BRANCH_B | ITEM:Wrench | QTY:1 | PRICE:68
ID:201 | BRANCH:BRANCH_A | ITEM:Wrench | QTY:5 | PRICE:94
ID:202 | BRANCH:BRANCH_A | ITEM:PRO_Screwdriver | QTY:3 | PRICE:131
ID:203 | BRANCH:BRANCH_C | ITEM:PRO_Drill | QTY:2 | PRICE:115
ID:204 | BRANCH:BRANCH_A | ITEM:PRO_Drill | QTY:4 | PRICE:97
ID:205 | BRANCH:BRANCH_C | ITEM:PRO_Screwdriver | QTY:7 | PRICE:71
ID:206 | BRANCH:BRANCH_C | ITEM:PRO_Drill | QTY:8 | PRICE:37
ID:207 | BRANCH:BRANCH_B | ITEM:Wrench | QTY:3 | PRICE:118
ID:208 | BRANCH:BRANCH_A | ITEM:Hammer | QTY:3 | PRICE:41
ID:209 | BRANCH:BRANCH_B | ITEM:PRO_Screwdriver | QTY:8 | PRICE:125
ID:210 | BRANCH:BRANCH_C | ITEM:PRO_Screwdriver | QTY:7 | PRICE:29
ID:211 | BRANCH:BRANCH_B | ITEM:PRO_Saw | QTY:10 | PRICE:87
ID:212 | BRANCH:BRANCH_C | ITEM:PRO_Screwdriver | QTY:10 | PRICE:113
ID:213 | BRANCH:BRANCH_A | ITEM:PRO_Drill | QTY:1 | PRICE:119
ID:214 | BRANCH:BRANCH_A | ITEM:Hammer | QTY:8 | PRICE:82
ID:215 | BRANCH:BRANCH_A | ITEM:PRO_Saw | QTY:3 | PRICE:61
ID:216 | BRANCH:BRANCH_C | ITEM:Wrench | QTY:1 | PRICE:76
ID:217 | BRANCH:BRANCH_A | ITEM:Hammer | QTY:2 | PRICE:93
ID:218 | BRANCH:BRANCH_B | ITEM:Hammer | QTY:3 | PRICE:78
ID:219 | BRANCH:BRANCH_C | ITEM:PRO_Saw | QTY:4 | PRICE:114
ID:220 | BRANCH:BRANCH_C | ITEM:Hammer | QTY:10 | PRICE:20
ID:221 | BRANCH:BRANCH_A | ITEM:Wrench | QTY:9 | PRICE:50
ID:222 | BRANCH:BRANCH_A | ITEM:PRO_Screwdriver | QTY:7 | PRICE:117
ID:223 | BRANCH:BRANCH_B | ITEM:PRO_Drill | QTY:4 | PRICE:35
ID:224 | BRANCH:BRANCH_A | ITEM:PRO_Saw | QTY:9 | PRICE:143
ID:225 | BRANCH:BRANCH_B | ITEM:PRO_Drill | QTY:3 | PRICE:20
ID:226 | BRANCH:BRANCH_A | ITEM:PRO_Saw | QTY:3 | PRICE:45
ID:227 | BRANCH:BRANCH_B | ITEM:Wrench | QTY:3 | PRICE:51
ID:228 | BRANCH:BRANCH_C | ITEM:PRO_Screwdriver | QTY:5 | PRICE:55
ID:229 | BRANCH:BRANCH_B | ITEM:PRO_Saw | QTY:7 | PRICE:108
ID:230 | BRANCH:BRANCH_A | ITEM:PRO_Screwdriver | QTY:8 | PRICE:61
ID:231 | BRANCH:BRANCH_C | ITEM:PRO_Drill | QTY:10 | PRICE:96
ID:232 | BRANCH:BRANCH_B | ITEM:PRO_Drill | QTY:8 | PRICE:111
ID:233 | BRANCH:BRANCH_A | ITEM:PRO_Saw | QTY:4 | PRICE:40
ID:234 | BRANCH:BRANCH_B | ITEM:PRO_Saw | QTY:1 | PRICE:49
ID:235 | BRANCH:BRANCH_A | ITEM:PRO_Saw | QTY:6 | PRICE:75
ID:236 | BRANCH:BRANCH_B | ITEM:Wrench | QTY:4 | PRICE:112
ID:237 | BRANCH:BRANCH_A | ITEM:PRO_Screwdriver | QTY:10 | PRICE:76
ID:238 | BRANCH:BRANCH_A | ITEM:PRO_Saw | QTY:7 | PRICE:27
ID:239 | BRANCH:BRANCH_C | ITEM:PRO_Saw | QTY:1 | PRICE:71
ID:240 | BRANCH:BRANCH_C | ITEM:Hammer | QTY:7 | PRICE:31
ID:241 | BRANCH:BRANCH_B | ITEM:PRO_Screwdriver | QTY:6 | PRICE:117
ID:242 | BRANCH:BRANCH_C | ITEM:PRO_Drill | QTY:10 | PRICE:32
ID:243 | BRANCH:BRANCH_B | ITEM:PRO_Drill | QTY:3 | PRICE:74
ID:244 | BRANCH:BRANCH_C | ITEM:Hammer | QTY:2 | PRICE:133
ID:245 | BRANCH:BRANCH_B | ITEM:Hammer | QTY:10 | PRICE:31
ID:246 | BRANCH:BRANCH_B | ITEM:PRO_Saw | QTY:8 | PRICE:95
ID:247 | BRANCH:BRANCH_C | ITEM:Wrench | QTY:2 | PRICE:93
ID:248 | BRANCH:BRANCH_B | ITEM:Wrench | QTY:1 | PRICE:45
ID:249 | BRANCH:BRANCH_B | ITEM:PRO_Screwdriver | QTY:4 | PRICE:127
ID:250 | BRANCH:BRANCH_A | ITEM:Hammer | QTY:10 | PRICE:63
ID:251 | BRANCH:BRANCH_A | ITEM:Hammer | QTY:4 | PRICE:99
ID:252 | BRANCH:BRANCH_C | ITEM:PRO_Screwdriver | QTY:3 | PRICE:52
ID:253 | BRANCH:BRANCH_B | ITEM:PRO_Screwdriver | QTY:5 | PRICE:33
ID:254 | BRANCH:BRANCH_B | ITEM:Wrench | QTY:8 | PRICE:30
ID:255 | BRANCH:BRANCH_C | ITEM:Hammer | QTY:7 | PRICE:93
ID:256 | BRANCH:BRANCH_B | ITEM:PRO_Saw | QTY:9 | PRICE:77
ID:257 | BRANCH:BRANCH_B | ITEM:PRO_Screwdriver | QTY:6 | PRICE:90
ID:258 | BRANCH:BRANCH_A | ITEM:Wrench | QTY:9 | PRICE:97
ID:259 | BRANCH:BRANCH_A | ITEM:Wrench | QTY:1 | PRICE:107
ID:260 | BRANCH:BRANCH_C | ITEM:Wrench | QTY:1 | PRICE:107
ID:261 | BRANCH:BRANCH_B | ITEM:PRO_Screwdriver | QTY:4 | PRICE:25
ID:262 | BRANCH:BRANCH_C | ITEM:Hammer | QTY:7 | PRICE:87
ID:263 | BRANCH:BRANCH_A | ITEM:Wrench | QTY:4 | PRICE:144
ID:264 | BRANCH:BRANCH_A | ITEM:Hammer | QTY:2 | PRICE:60
ID:265 | BRANCH:BRANCH_C | ITEM:Wrench | QTY:8 | PRICE:63
ID:266 | BRANCH:BRANCH_B | ITEM:Wrench | QTY:7 | PRICE:120
ID:267 | BRANCH:BRANCH_A | ITEM:PRO_Saw | QTY:8 | PRICE:99
ID:268 | BRANCH:BRANCH_B | ITEM:Hammer | QTY:8 | PRICE:123
ID:269 | BRANCH:BRANCH_B | ITEM:Wrench | QTY:4 | PRICE:125
ID:270 | BRANCH:BRANCH_B | ITEM:PRO_Drill | QTY:1 | PRICE:146
ID:271 | BRANCH:BRANCH_B | ITEM:Hammer | QTY:1 | PRICE:34
ID:272 | BRANCH:BRANCH_B | ITEM:Wrench | QTY:4 | PRICE:37
ID:273 | BRANCH:BRANCH_B | ITEM:Wrench | QTY:10 | PRICE:119
ID:274 | BRANCH:BRANCH_C | ITEM:Hammer | QTY:6 | PRICE:114
ID:275 | BRANCH:BRANCH_A | ITEM:Hammer | QTY:3 | PRICE:25
ID:276 | BRANCH:BRANCH_C | ITEM:PRO_Screwdriver | QTY:6 | PRICE:138
ID:277 | BRANCH:BRANCH_B | ITEM:Wrench | QTY:1 | PRICE:55
ID:278 | BRANCH:BRANCH_B | ITEM:PRO_Drill | QTY:9 | PRICE:67
ID:279 | BRANCH:BRANCH_C | ITEM:Wrench | QTY:4 | PRICE:45
ID:280 | BRANCH:BRANCH_C | ITEM:PRO_Screwdriver | QTY:6 | PRICE:34
ID:281 | BRANCH:BRANCH_B | ITEM:PRO_Saw | QTY:4 | PRICE:125
ID:282 | BRANCH:BRANCH_C | ITEM:Wrench | QTY:5 | PRICE:25
ID:283 | BRANCH:BRANCH_B | ITEM:PRO_Screwdriver | QTY:5 | PRICE:81
ID:284 | BRANCH:BRANCH_C | ITEM:PRO_Drill | QTY:5 | PRICE:110
ID:285 | BRANCH:BRANCH_B | ITEM:PRO_Screwdriver | QTY:1 | PRICE:143
ID:286 | BRANCH:BRANCH_A | ITEM:PRO_Saw | QTY:3 | PRICE:38
ID:287 | BRANCH:BRANCH_A | ITEM:Hammer | QTY:8 | PRICE:24
ID:288 | BRANCH:BRANCH_C | ITEM:PRO_Saw | QTY:1 | PRICE:94
ID:289 | BRANCH:BRANCH_C | ITEM:Wrench | QTY:2 | PRICE:137
ID:290 | BRANCH:BRANCH_A | ITEM:PRO_Screwdriver | QTY:7 | PRICE:70
ID:291 | BRANCH:BRANCH_B | ITEM:Wrench | QTY:5 | PRICE:90
ID:292 | BRANCH:BRANCH_B | ITEM:Hammer | QTY:6 | PRICE:80
ID:293 | BRANCH:BRANCH_C | ITEM:Hammer | QTY:2 | PRICE:64
ID:294 | BRANCH:BRANCH_C | ITEM:PRO_Screwdriver | QTY:1 | PRICE:27
ID:295 | BRANCH:BRANCH_A | ITEM:Hammer | QTY:3 | PRICE:141
ID:296 | BRANCH:BRANCH_A | ITEM:PRO_Screwdriver | QTY:4 | PRICE:36
ID:297 | BRANCH:BRANCH_B | ITEM:Hammer | QTY:9 | PRICE:35
ID:298 | BRANCH:BRANCH_C | ITEM:PRO_Saw | QTY:4 | PRICE:125
ID:299 | BRANCH:BRANCH_C | ITEM:PRO_Saw | QTY:3 | PRICE:21
